Alabama|0.721382377559476
Alaska|0.695291939594697
Arizona|0.706624830987404
Arkansas|0.716392799267796
California|0.708824986113732
Colorado|0.718351874884205
Connecticut|0.732890329820156
Delaware|0.729925534788097
District of Columbia|0.773775234791164
Florida|0.750903448094198
Georgia|0.702099700363008
Hawaii|0.740289203599043
Idaho|0.686622901794023
Illinois|0.716663673745889
Indiana|0.709373535543313
Iowa|0.717437724279294
Kansas|0.702546775990008
Kentucky|0.724892867507248
Louisiana|0.711815680387231
Maine|0.757235421491536
Maryland|0.72734176359477
Massachusetts|0.740591170962861
Michigan|0.722108643750873
Minnesota|0.719524979227711
Mississippi|0.701733281584899
Missouri|0.72173917528243
Montana|0.734900555901178
Nebraska|0.705413045731643
Nevada|0.71856174187261
New Hampshire|0.742792790742485
New Jersey|0.730091127522416
New Mexico|0.707450303137415
New York|0.736291854636765
North Carolina|0.719868820692098
North Dakota|0.727788727534316
Ohio|0.724240579280068
Oklahoma|0.708822980196798
Oregon|0.736535860422603
Pennsylvania|0.738555928382315
Rhode Island|0.73759205252154
South Carolina|0.724059086644598
South Dakota|0.708833586948872
Tennessee|0.725732128152235
Texas|0.684636354391317
Utah|0.638956390373212
Vermont|0.74675582785654
Virginia|0.727910491855598
Washington|0.727574575719784
West Virginia|0.751613699522034
Wisconsin|0.724339770862502
Wyoming|0.720049704483612
